0.324752802088688896642310055540292523801326751708984375,0.0662989468045943886043147585951373912394046783447265625,-0.035067649538806207332175546298458357341587543487548828125,-0.389883935143991500194005084267701022326946258544921875,-0.052293991424398784950700047602367703802883625030517578125,-0.168969642210355097677876301531796343624591827392578125,-0.037550466855046836511800023572504869662225246429443359375,0.0164783244727814311147984227545748581178486347198486328125,0.07331906284444401900035614971784525550901889801025390625,-0.269299274791502785131314112732070498168468475341796875,0.0865583487962409414695486020718817599117755889892578125,-0.1607720168421143125403460771849495358765125274658203125,0.2206692929051312923593997084026341326534748077392578125,-0.07227792248770124883261445347670814953744411468505859375,-0.11731478079561381833162414523030747659504413604736328125,0.1421122252423386578268349467180087231099605560302734375
0.472119705887091012375123000310850329697132110595703125,-0.357507160219330710759777502971701323986053466796875,-0.239380470985868287758790984298684634268283843994140625,-0.00162179893001396691239179848054163812776096165180206298828125,-0.0966374017457367340266927158154430799186229705810546875,-0.0942078873197671473604941638768650591373443603515625,-0.1445957390665124908668559555735555477440357208251953125,-0.20506147928130380453382031191722489893436431884765625,0.0910003539002544326041999056542408652603626251220703125,0.1526183903763639049255829149842611514031887054443359375,-0.1175328405064714754058030621308716945350170135498046875,0.1599685807550031146906377443883684463798999786376953125,0.033092746178983424576447447407190338708460330963134765625,-0.032394897487972550143009442535912967287003993988037109375,0.0684020278971526340949793620893615297973155975341796875,0.10046620520016148747632911408800282515585422515869140625
-0.21020438571117583403946582620847038924694061279296875,-0.0334668245029475508456329180262400768697261810302734375,-0.2170232464727510357516138128630700521171092987060546875,0.1648341950450827597673963964552967809140682220458984375,0.0206151895478519607551870507222702144645154476165771484375,0.0233879722262531723753209433880329015664756298065185546875,-0.780271606166208275823237272561527788639068603515625,-0.0795536946779677178742673504530102945864200592041015625,-0.275876328197147857590465491739450953900814056396484375,-0.182492936623878942992149632118525914847850799560546875,-0.04466415347741574393136687604055623523890972137451171875,0.1388948939158003714755551527559873647987842559814453125,0.48273166316179627610694069517194293439388275146484375,-0.107941472302830965279696329162106849253177642822265625,0.0686315149568455240558506602610577829182147979736328125,-0.0681856732624207817483608096154057420790195465087890625
-0.03160682838890473134174641245408565737307071685791015625,0.30197583063611566078776604626909829676151275634765625,0.27467543927603388365099590373574756085872650146484375,-0.47714060078285658317298612018930725753307342529296875,-0.1819052628771492818859911722029210068285465240478515625,-0.678695425231806925836508526117540895938873291015625,0.18546498839930103397222183048143051564693450927734375,-0.6538099340649663471225494504324160516262054443359375,-0.5337494157299744745870384576846845448017120361328125,-0.65896319228408695156673502424382604658603668212890625,0.2051079179854730927257122630180674605071544647216796875,0.382397219917813557810148950011353008449077606201171875,-0.185695705371569264041653468666481785476207733154296875,0.96951679781221888898556926505989395081996917724609375,0.30835079799396913902143069208250381052494049072265625,0.008268697056507644249645494483047514222562313079833984375
0.340123028781280478671789069267106242477893829345703125,-0.078341913605693036526389505525003187358379364013671875,-0.0259129653054715504423288763291566283442080020904541015625,-0.176887288966604716566877186778583563864231109619140625,-0.335925849492077766011988160244072787463665008544921875,-0.03747834352806379831779537425973103381693363189697265625,0.09353904011344509050740470001983339898288249969482421875,0.18482404601099189367374719950021244585514068603515625,-0.28728131883312546523967512257513590157032012939453125,-0.2418177862567098268531395888203405775129795074462890625,-0.367196487626042955554339641821570694446563720703125,0.203218829536869483032290872870362363755702972412109375,0.09203787623473298762366567871140432544052600860595703125,0.054195586778098138458492627478335634805262088775634765625,0.00181388876340559507781280412785918088047765195369720458984375,0.0252275328168471320300358939903162536211311817169189453125
0.1669659851001344674781279309172532521188259124755859375,0.12063962452557265569996758358684019185602664947509765625,-0.5524907056459777976442637736909091472625732421875,0.1499817017987981893067939154207124374806880950927734375,-0.2373935952303553309494787981748231686651706695556640625,-0.0263596895555304848446365184599926578812301158905029296875,0.1543095547782120935398353367418167181313037872314453125,-0.2518499298616070358747265345300547778606414794921875,0.137698939817853138745107344220741651952266693115234375,-0.164425957028829394790392370850895531475543975830078125,0.48702259411643478159703590790741145610809326171875,0.13348671246283905222895782571868039667606353759765625,0.256625179883770204725124131073243916034698486328125,-0.01735907704018291308756261059897951781749725341796875,0.04035540541810671288924794453123467974364757537841796875,-0.2318463708018435875946039459449821151793003082275390625
-0.058811448897277289471485772764935973100364208221435546875,0.08851505349584855297795371598112978972494602203369140625,0.07281770941455233125960688767008832655847072601318359375,-0.1294903955073950785337189017809578217566013336181640625,0.041591935575822670811962922243765206076204776763916015625,0.1452371750457029653258445023311651311814785003662109375,0.27295570664320301101923860187525860965251922607421875,0.0071508633657821098206230914229308837093412876129150390625,0.300212655469962730325761413041618652641773223876953125,0.1299688333792254069098959234906942583620548248291015625,0.35029846877214509959230781532824039459228515625,0.1537004826569286219939414195323479361832141876220703125,0.288195864815013302884239010381861589848995208740234375,0.2012008848284812800866205861893831752240657806396484375,0.161971370979650253207893229046021588146686553955078125,-0.05242003992841752502140906244676443748176097869873046875
-0.1154507734021524567591399090815684758126735687255859375,0.08097516824231472398754050345814903266727924346923828125,0.29586068391457953641321410032105632126331329345703125,-0.036027427793709439207692213358313892967998981475830078125,-0.2465333626060270122426487660050042904913425445556640625,0.85055931855982913614155904724611900746822357177734375,-0.323969512464757192216069370260811410844326019287109375,0.491825682033479483212801142144598998129367828369140625,0.1966413356612891349950444919159053824841976165771484375,0.231398516778108576108508032120880670845508575439453125,-0.03856532408794245692096325228703790344297885894775390625,0.00802060578511908095489246761644608341157436370849609375,0.1024233767487910673477102818651474080979824066162109375,-0.0769174535035031803342775447163148783147335052490234375,-0.041683499800534547230501658532375586219131946563720703125,0.09350991487067029928059724852573708631098270416259765625
-0.0800163269447508873621899283534730784595012664794921875,-0.18601545814550102253548402586602605879306793212890625,-0.1682991194112522237436024852286209352314472198486328125,-0.07729622227978062698472427882734336890280246734619140625,-0.0493285995247703112909221090376377105712890625,0.01185767690767001135421221391652579768560826778411865234375,-0.394116781210041289273959819183801300823688507080078125,-0.149296596887304067191593048846698366105556488037109375,0.15801018458317706016913462008233182132244110107421875,-0.095969753799447776732023385193315334618091583251953125,0.35287342698280455000059419035096652805805206298828125,-0.018435710309586676725057685644060256890952587127685546875,0.0629746173850841139962852821554406546056270599365234375,-0.2147201596368017717519904863365809433162212371826171875,-0.118116101269641504689644762038369663059711456298828125,-0.10950678237522758207145301412310800515115261077880859375
-0.1111864774242109221713548095067380927503108978271484375,-0.110225361599022797509661586445872671902179718017578125,-0.087528341329549619320715692083467729389667510986328125,-0.35817020814803257611202980115194804966449737548828125,0.0902988617207312882495529038351378403604030609130859375,-0.0526404408128950118683775372119271196424961090087890625,0.11254160819854559794084281065806862898170948028564453125,-0.372627031948846887399184879541280679404735565185546875,-0.047789650326272130331783927204014617018401622772216796875,0.0304970145391914408683486925610850448720157146453857421875,0.04584497631369492676167709532819571904838085174560546875,-0.0801170179702186402437291690148413181304931640625,-0.328928977018011214905612860093242488801479339599609375,0.006203422554494235352517961246121558360755443572998046875,0.1799800769688013613034627269371412694454193115234375,0.212612044338479966310018198782927356660366058349609375
-0.07815765431969723397997995562036521732807159423828125,0.0229464635274946211762614467488674563355743885040283203125,-0.1363654652893613594688559942369465716183185577392578125,-0.10444326585033160414983655073228874243795871734619140625,-0.09246627803242675469608258254083921201527118682861328125,-0.154500754734290257630391351995058357715606689453125,-0.366744517522506641160617846253444440662860870361328125,-0.2291439124625901657683613166227587498724460601806640625,-0.1587254988191950377807160066367941908538341522216796875,-0.0551601824505013327293312386245816014707088470458984375,0.13602264111824868830780133066582493484020233154296875,0.1023226990885712783807548476033844053745269775390625,0.034699638365602948619770273808171623386442661285400390625,0.296116506072785445891071276491857133805751800537109375,-0.1111743918851760548616169899105443619191646575927734375,-0.135774274941973749353252287619397975504398345947265625
