-0.025484629058035203341692209733082563616335391998291015625,0.10066873586947848451256248836216400377452373504638671875,-0.095614159815567811850911539295339025557041168212890625,0.07889781206126693369196090088735218159854412078857421875,-0.010007250994703349722403373789347824640572071075439453125,0.350716265168181939859692874961183406412601470947265625,0.2474514382985652238833296223674551583826541900634765625,0.5038577694715706822847778312279842793941497802734375,-0.1747955774179684451663518984787515364587306976318359375,-0.06352017003029165886918150363271706737577915191650390625,0.1355714017978486563009710152982734143733978271484375,0.08105419729385664184828641509739100001752376556396484375
-0.228755052669535496878694402766996063292026519775390625,0.073914607677558696874342558658099733293056488037109375,-0.17636513730477842987198755508870817720890045166015625,-0.410872123040506964652962551554082892835140228271484375,0.143781864533319259091825870200409553945064544677734375,-0.004657052913536608405864480886293677031062543392181396484375,0.01377811929553135646131512004330943454988300800323486328125,0.026195987069307265227013914454801124520599842071533203125,0.002754343342097676818058804570910069742240011692047119140625,0.050439368191997367707468669095760560594499111175537109375,-0.264430257965695914013082301607937552034854888916015625,-0.2271911705228986944060665109645924530923366546630859375
0.035346534531816485580346665074102929793298244476318359375,-0.2346972028772408569441410008948878385126590728759765625,0.08238952268866926720303212050566799007356166839599609375,-0.11647411550157509008140976902723195962607860565185546875,0.002021523915165877871569222179459757171571254730224609375,-0.30783982122947028958748205695883370935916900634765625,0.069559269112533683721011357192764990031719207763671875,0.177140049511215813549114272973383776843547821044921875,0.3120565693669632434392724462668411433696746826171875,-0.2335010431174124045927698034574859775602817535400390625,0.39233178431320825385597572676488198339939117431640625,-0.036988458913320344800812478069929056800901889801025390625
0.1954012208773010794704561021717381663620471954345703125,0.1070312160384663535683813506693695671856403350830078125,-0.05725780317323360402159693194334977306425571441650390625,0.0802456521432417801964476211651344783604145050048828125,-0.07960348820565343874733343909610994160175323486328125,0.075011924406333585491069015915854834020137786865234375,-0.08604634069544099539417203459379379637539386749267578125,0.024468032302828325585952740084394463337957859039306640625,-0.0138570071427187545276549229811280383728444576263427734375,-0.1286271474688793492457961065156268887221813201904296875,-0.2485194909957954279011715925662429071962833404541015625,-0.2540898412997718569528160514892078936100006103515625
-0.08494496678026673686101588600649847649037837982177734375,0.172443756965748373755076272573205642402172088623046875,0.068814564396409760860251481062732636928558349609375,-0.0174734963651530621209229110490923631004989147186279296875,-0.11082830333398711875059206022342550568282604217529296875,0.2200682603952854032858255095561617054045200347900390625,-0.06826724381591268986380072192332590930163860321044921875,0.223996903967815519376216570890392176806926727294921875,0.03658684625716511484849746693726046942174434661865234375,0.13736735574759462163996204253635369241237640380859375,-0.10552446308512773709420429213423631154000759124755859375,0.334128644548734310415483150791260413825511932373046875
-0.12980407372768631990567200773512013256549835205078125,0.1930289317518583402932819126363028772175312042236328125,-0.03626555634677790240782968567145871929824352264404296875,-0.20078175770588801984928295496501959860324859619140625,0.0536342757366938815977164267678745090961456298828125,0.08869970241288534229529005870062974281609058380126953125,-0.264530043387094682127980149743962101638317108154296875,-0.049908621437918888885665325005902559496462345123291015625,-0.01680180735122170643247585530843934975564479827880859375,-0.173089359374867080010318431959603913128376007080078125,-0.09549639859844159806012697799815214239060878753662109375,0.00601152900858125706362589113496142090298235416412353515625
-0.12627942100207667497357988395378924906253814697265625,-0.1461350624699239986181709127777139656245708465576171875,0.2526275798624197932440438307821750640869140625,-0.0597767761845421075062034788061282597482204437255859375,-0.1350447611924377178116429831788991577923297882080078125,-0.279506184859393991271048207636340521275997161865234375,0.373868226071754905515120981362997554242610931396484375,-0.1143499858148684100722647372094797901809215545654296875,0.17711590909848606845145013721776194870471954345703125,0.12081199089086909481682852174344589002430438995361328125,-0.206954776837503795494654923459165729582309722900390625,0.29826078446008275069090132092242129147052764892578125
-0.07031921364196959400860720279524684883654117584228515625,0.043665467582134027957341260162138496525585651397705078125,-0.15739571254927664512024421128444373607635498046875,0.17950258123907192331358828596421517431735992431640625,0.061845170265565151124231846324619255028665065765380859375,0.317558674363981718880012294903281144797801971435546875,0.103152472871528788633810336250462569296360015869140625,-0.3122944027285747825573025693302042782306671142578125,0.2190322417079759720337506223586387932300567626953125,0.0896293917429929754003836706033325754106044769287109375,-0.329648379923923207091007725466624833643436431884765625,-0.002799842436242262234957767219611923792399466037750244140625
0.265987803114611287558233243544236756861209869384765625,0.249391960192730632872581963965785689651966094970703125,-0.06254246472638501364027519002775079570710659027099609375,-0.37053069156838891462513174701598472893238067626953125,0.299589212197792942315999198399367742240428924560546875,-0.1597742492595702612501185058135888539254665374755859375,0.0212047115108118765236522307304767309688031673431396484375,-0.1094679513995752972999042640367406420409679412841796875,0.042939239816239184455159971776083693839609622955322265625,-0.1307907036854681070980888080157455988228321075439453125,0.1507028139597218763245933814687305130064487457275390625,0.0269322857618841220161964855606129276566207408905029296875
0.09376424327083830723150725816594786010682582855224609375,-0.047573629032842922048640588172929710708558559417724609375,-0.0345655973861126175616931277545518241822719573974609375,-0.09098956713640928006814334594309912063181400299072265625,-0.351001112751636867859161839078296907246112823486328125,-0.11849402169170090981520360173817607574164867401123046875,0.275168697278359075664155852791736833751201629638671875,0.1794812816403363597839160092917154543101787567138671875,0.404420434841555820337788418328273110091686248779296875,-0.409463359513711322446027907062671147286891937255859375,0.100012397026069510541645968260127119719982147216796875,-0.1138545858427664203560425448813475668430328369140625
-0.05641236946650655947887997854195418767631053924560546875,-0.0858766328953351198993715343021904118359088897705078125,0.41811289979972843244837577003636397421360015869140625,-0.338702782191842188819208558925311081111431121826171875,0.219917764582172214904431939430651254951953887939453125,-0.0124065478371873372243072708442923612892627716064453125,0.07238566272480632945995893123836140148341655731201171875,-0.06775417272342758312486665772667038254439830780029296875,0.0203205904063555042871058731179800815880298614501953125,0.020252674416643683119598762232271838001906871795654296875,-0.006595999296879013519545598143167808302678167819976806640625,0.0847417373253138983546506324273650534451007843017578125
