-1.0977316326545452085383658413775265216827392578125,-0.052788582437345972497855228766638902015984058380126953125,-0.0626675908428790673365682550866040401160717010498046875,-0.09023309609941321252080115300486795604228973388671875,-0.277322657672207151247079082168056629598140716552734375,-0.331832649500999388170185966373537667095661163330078125,0.0452647620883398216218296283841482363641262054443359375,-0.023323180915979464800091847109797527082264423370361328125,0.28701506545862687236336796559044159948825836181640625
-0.324668329836026448020902535063214600086212158203125,-0.2136496802923011639752104429135215468704700469970703125,0.155297888141233741965407944007893092930316925048828125,-1.176502668258579742399660972296260297298431396484375,-0.11477153708454623792789561775862239301204681396484375,-0.822298790424195846782140506547875702381134033203125,-0.7228067953954762092649843907565809786319732666015625,-0.46658650654736388840859717674902640283107757568359375,0.0346454514469737573367780214539379812777042388916015625
0.44686323278288198057595081991166807711124420166015625,0.27060960241216414079445939933066256344318389892578125,0.1824939030119517024974840069262427277863025665283203125,-0.44716550000230748107554745729430578649044036865234375,-0.1886817960145326933396603408255032263696193695068359375,0.0269234577498294568032033424742621718905866146087646484375,1.81106960540151806782205312629230320453643798828125,0.06293902951465311923495704604647471569478511810302734375,0.5356250378677522849812930871848948299884796142578125
0.10145602092897738899512916077583213336765766143798828125,0.8390035485952915816909580826177261769771575927734375,-0.28170671475603892286443397097173146903514862060546875,0.06590292317317895942618832805237616412341594696044921875,-0.039673846969323335598378577060429961420595645904541015625,-0.0003060101355136617129470977261007647030055522918701171875,0.427266732009010941073512412913260050117969512939453125,-0.2494251860552667288128958489323849789798259735107421875,-0.431211321750557818877069848895189352333545684814453125
-0.36739058533460722255625796606182120740413665771484375,0.156161201891416856479821717584854923188686370849609375,-0.03601813376354677520563285497701144777238368988037109375,0.00621125016509513523665919620952990953810513019561767578125,-0.4032392712012986546454840208753012120723724365234375,0.035990032606759210509483892792559345252811908721923828125,-0.122279279660326756218324817382381297647953033447265625,0.366204381306993898004265020063030533492565155029296875,0.1876155381005862599064215601174510084092617034912109375
-0.038563248032538306742100786550508928485214710235595703125,0.346499325598710605778052240566466934978961944580078125,0.1321164867995822944646278074287693016231060028076171875,1.0034628713184279291681377799250185489654541015625,0.476248751576833162513224806389189325273036956787109375,0.29489373653802541941360004784655757248401641845703125,0.15590341127279738753230731163057498633861541748046875,0.18298207217680417802085912626353092491626739501953125,0.0954710142282349238929128887320985086262226104736328125
-0.0021455980536350303077008927488122935756109654903411865234375,0.097058401289398077427250655091484077274799346923828125,0.296316128673705658780335170376929454505443572998046875,-0.054894831826874664060245123664572020061314105987548828125,-0.09232565039712341270483619837250444106757640838623046875,0.1579846542244558726952874394555692560970783233642578125,-0.51188239655171197117766723749809898436069488525390625,0.173540691595403251401563693434582091867923736572265625,-0.05150215029813558220705971280040103010833263397216796875
-0.3815652493421517466032355514471419155597686767578125,-0.22404581246082144740938701943377964198589324951171875,0.1425822232802560762809918060156633146107196807861328125,-0.098415972884033531276060102754854597151279449462890625,-0.1316082273128904578385345303104259073734283447265625,-0.463948011921749448038809759964351542294025421142578125,-0.376384834942439072680286926697590388357639312744140625,0.1961221006879748929296880533001967705786228179931640625,0.0190681444154659589240718986502542975358664989471435546875
-0.1373446055138523302918684976248187012970447540283203125,0.06930245292405574908389809252184932120144367218017578125,-0.30637959111439949655419923146837390959262847900390625,-0.33891865792872766238730264376499690115451812744140625,0.10492673812551882306376427322902600280940532684326171875,0.234321969334609636614885630478966049849987030029296875,0.155408707982207350273284873765078373253345489501953125,0.09718739620828777125982611551080481149256229400634765625,-0.07306333018750714447531180439909803681075572967529296875
0.022800301344060920627487831779944826848804950714111328125,-0.10334755739102356730807485973855364136397838592529296875,0.031374937916449317787392914169686264358460903167724609375,-0.263954161602689418852918379343464039266109466552734375,-0.09848346735143174990323444717432721517980098724365234375,-0.379288037144487333307552034966647624969482421875,-0.10253599775968975926776494134173844940960407257080078125,-0.327080179732195219788337681166012771427631378173828125,-0.00968096539421419398363521935380049399100244045257568359375
-0.1486773849607258279892363361796014942228794097900390625,-0.214768438870864331047272344221710227429866790771484375,0.043531115911054241163213873733184300363063812255859375,0.00487357285490363882629605285501384059898555278778076171875,-0.2375502695438723999021846111645572818815708160400390625,-0.2239009133636730985994489628865267150104045867919921875,-0.00904262733406947273595566372250686981715261936187744140625,-0.187870029175295993884020617770147509872913360595703125,0.158214012666728465195120634234626777470111846923828125
0.0017867153599491225092477098002063939929939806461334228515625,-0.5009720825137546906802299417904578149318695068359375,0.2215007514980527891790273997685289941728115081787109375,0.1611733418578809307053489874306251294910907745361328125,0.0214826392412377047136384788927898625843226909637451171875,-0.463663697937174046348474121259641833603382110595703125,0.1156411712165335836655088996849372051656246185302734375,-0.000945289727022188201559227405113006170722655951976776123046875,0.053450076488884661063405445702301221899688243865966796875
-0.1967087420745194659144061688493820838630199432373046875,-0.094231596620834523481136102418531663715839385986328125,-0.166027158850709621873420474003069102764129638671875,-0.04872107116053159270308015038608573377132415771484375,0.189986033486329919384161257767118513584136962890625,0.07153880373021349881046404561857343651354312896728515625,0.10875355288735651104747859108101692982017993927001953125,-0.05961410709463878243585810423610382713377475738525390625,0.047824539161499514394737531119972118176519870758056640625
